"sentence","label","tokens"
"I would likely choose a lenovo laptop as that is a brand that is recommended by louis rossman (who runs a computer repair service/ youtube influencer) it would need to have a 19 inch display 8 gb ram and a 250gb solid state drive",2,"would|likely|choose|lenovo|laptop|as|that|is|brand|that|is|recommended|by|louis|rossman|who|runs|computer|repair|service|youtube|influencer|it|would|need|to|have|inch|display|gb|ram|and|gb|solid|state|drive"
"I love floral patterne so would probably choose a patterned material and lightweight ",2,"love|floral|patterne|so|would|probably|choose|patterned|material|and|lightweight"
"I would buy whatever MacBook I can find in my price range due to needing it for music production.",2,"would|buy|whatever|macbook|can|find|in|my|price|range|due|to|needing|it|for|music|production"
"At least eight gigabytes of RAM, 240 gigabyte SSD, 14 inch 4K touchscreen display, USB 3.2 type A and C, Bluetooth 5.1, WiFi 6, Multi card reader, HDMIx2, AMD Ryzen 3700x",2,"at|least|eight|gigabytes|of|ram|gigabyte|ssd|inch|touchscreen|display|usb|type|and|bluetooth|wifi|multi|card|reader|hdmix|amd|ryzen"
"I'm going to go for an Alienware, I'm sure they're overpriced and you can similar laptops cheaper, but I've always fancied owning one, I don't really know why. I don't even like gaming on laptops really, but it's always nice to be able to have option to do so.",2,"going|to|go|for|an|alienware|sure|they|re|overpriced|and|you|can|similar|laptops|cheaper|but|ve|always|fancied|owning|one|don|really|know|why|don|even|like|gaming|on|laptops|really|but|it|always|nice|to|be|able|to|have|option|to|do|so"
"I would like a thin laptop. Light weight. A nice colour and upto date Doing the usual things a laptop does. I don't know much about laptops. ",2,"would|like|thin|laptop|light|weight|nice|colour|and|upto|date|doing|the|usual|things|laptop|does|don|know|much|about|laptops"
"Something with at least a Ryzen or i-series Intel CPU. RAM doesn't matter, I could harvest that from my old laptop. Would also require an SSD, either big enough to hold everything or in conjunction with an HDD as well.",2,"something|with|at|least|ryzen|or|series|intel|cpu|ram|doesn|matter|could|harvest|that|from|my|old|laptop|would|also|require|an|ssd|either|big|enough|to|hold|everything|or|in|conjunction|with|an|hdd|as|well"
"I would choose a jacket that is going to last me a while, that is warm and practical",2,"would|choose|jacket|that|is|going|to|last|me|while|that|is|warm|and|practical"
"As the days are becoming warmer I will be getting a versatile jacket which will be suitable for spring/summer and can also be worn in different environments.",2,"as|the|days|are|becoming|warmer|will|be|getting|versatile|jacket|which|will|be|suitable|for|spring|summer|and|can|also|be|worn|in|different|environments"
"Blue Adidas sports jacket, lightweight and waterproof but also lined to keep in the heat. It zips up and has a hood which can be pulled in tightly to prevent it blowing off in high winds.",2,"blue|adidas|sports|jacket|lightweight|and|waterproof|but|also|lined|to|keep|in|the|heat|it|zips|up|and|has|hood|which|can|be|pulled|in|tightly|to|prevent|it|blowing|off|in|high|winds"
"I plan too buy a Apple laptop that has all the extra features on it",2,"plan|too|buy|apple|laptop|that|has|all|the|extra|features|on|it"
"I want a very light slim laptop that is very high tec. i would like that i could speak to it and it would do what i asked such as type a story that i dictate or make directional moves according to my movements without me having to touch anything",2,"want|very|light|slim|laptop|that|is|very|high|tec|would|like|that|could|speak|to|it|and|it|would|do|what|asked|such|as|type|story|that|dictate|or|make|directional|moves|according|to|my|movements|without|me|having|to|touch|anything"
"I would choose a warm, well lined, waist length jacket, probably blue. Im not frivolous so the jacket would ;likely be worth somewhere from £50-100, be of good quality and hopefully last me a good few years. It would be trendy, but that isnt the biggest consideration.",2,"would|choose|warm|well|lined|waist|length|jacket|probably|blue|im|not|frivolous|so|the|jacket|would|likely|be|worth|somewhere|from|be|of|good|quality|and|hopefully|last|me|good|few|years|it|would|be|trendy|but|that|isnt|the|biggest|consideration"
"I would like a jacket that also has a hood to it. Sometimes it gets windy and having an attached hood would come in handy. I would also like a longer jacket. ",2,"would|like|jacket|that|also|has|hood|to|it|sometimes|it|gets|windy|and|having|an|attached|hood|would|come|in|handy|would|also|like|longer|jacket"
"Apple MacBook Pro 13.3"" Touch Bar with Touch ID, Intel Core i5, 8GB RAM, 128GB SSD, Space Grey",2,"apple|macbook|pro|touch|bar|with|touch|id|intel|core|gb|ram|gb|ssd|space|grey"
"I would like to buy a laptop with 17 inch screen maybe a touch screen, I want a Microsoft laptop to run windows. I’d like a silvery girly pink cover to it ",2,"would|like|to|buy|laptop|with|inch|screen|maybe|touch|screen|want|microsoft|laptop|to|run|windows|like|silvery|girly|pink|cover|to|it"
"i would choose a laptop that has more memory and a better processor and has alot more features then y old laptop",2,"would|choose|laptop|that|has|more|memory|and|better|processor|and|has|alot|more|features|then|old|laptop"
"I would love ti get a new synthetic jacket and I want it to be super dry or nike, those are the sporty casual brands that I prefer, but more than anything it should be durable.",2,"would|love|ti|get|new|synthetic|jacket|and|want|it|to|be|super|dry|or|nike|those|are|the|sporty|casual|brands|that|prefer|but|more|than|anything|it|should|be|durable"
"I would like a portable laptop that is light and easy to transport. It needs to be silver or black and be compatible with Windows ",2,"would|like|portable|laptop|that|is|light|and|easy|to|transport|it|needs|to|be|silver|or|black|and|be|compatible|with|windows"
"I would like a jacket with zipped pockets to ensure that my wallet, phone and other items are secure, preferably inside pockets with plenty of space. Unzipped pocket annoy me because things can easily fall out if the jacket is put down carelessly. I think I should prefer a jacket that is fairly nondescript color, probably blue or navy, that will go with other clothes and not clash. I prefer a blue or black to brown, probably some sort of windcheater.",2,"would|like|jacket|with|zipped|pockets|to|ensure|that|my|wallet|phone|and|other|items|are|secure|preferably|inside|pockets|with|plenty|of|space|unzipped|pocket|annoy|me|because|things|can|easily|fall|out|if|the|jacket|is|put|down|carelessly|think|should|prefer|jacket|that|is|fairly|nondescript|color|probably|blue|or|navy|that|will|go|with|other|clothes|and|not|clash|prefer|blue|or|black|to|brown|probably|some|sort|of|windcheater"
"i'd get a windows laptop since i have always used them",2,"get|windows|laptop|since|have|always|used|them"
"Since I don't really use laptops, I would describe a basic laptop, with a 14 inch screen. I'd prefer a Dell, but the brand really doesn't matter. I'd want the keys to illuminate at night, to make typing easier in the dark.",2,"since|don|really|use|laptops|would|describe|basic|laptop|with|inch|screen|prefer|dell|but|the|brand|really|doesn|matter|want|the|keys|to|illuminate|at|night|to|make|typing|easier|in|the|dark"
"I'd like an Apple laptop. Slimline (thin) with a 19"" screen size. It needs to be quick enough to run remote access software for work as well as an internet browser and word processor. I don't store much on the laptop so not too bothered about memory. ",2,"like|an|apple|laptop|slimline|thin|with|screen|size|it|needs|to|be|quick|enough|to|run|remote|access|software|for|work|as|well|as|an|internet|browser|and|word|processor|don|store|much|on|the|laptop|so|not|too|bothered|about|memory"
"I would choose a jacket with high utility. Something that I can wear in the snow and has a ton of pockets and a waterproof zipper.",2,"would|choose|jacket|with|high|utility|something|that|can|wear|in|the|snow|and|has|ton|of|pockets|and|waterproof|zipper"
"Most laptops costs nearly £1000 so I would want it to last at least 4 years before replacing it. I would want a decent CPU such as core i5 with 8GB ram, this is so that it has that longevity for at least 4 years, also ideal for normal college tasks.",2,"most|laptops|costs|nearly|so|would|want|it|to|last|at|least|years|before|replacing|it|would|want|decent|cpu|such|as|core|with|gb|ram|this|is|so|that|it|has|that|longevity|for|at|least|years|also|ideal|for|normal|college|tasks"
"A very warm but breathable not to heavy jacket preferred with detachable hood and even zip out linning body warmer most probably go to outdoor clothing store",2,"very|warm|but|breathable|not|to|heavy|jacket|preferred|with|detachable|hood|and|even|zip|out|linning|body|warmer|most|probably|go|to|outdoor|clothing|store"
"I would like a laptop that will be able to stay relevant with current hardware and software. I will buy a laptop that can last and I'm willing to pay more for quality.",2,"would|like|laptop|that|will|be|able|to|stay|relevant|with|current|hardware|and|software|will|buy|laptop|that|can|last|and|willing|to|pay|more|for|quality"
"I'm not very picky when it comes to clothes, so any plain, dark jacket would do. Black, perhaps? ",2,"not|very|picky|when|it|comes|to|clothes|so|any|plain|dark|jacket|would|do|black|perhaps"
"I would buy a MacBook in Rose Gold. You can edit and I am an Apple fan. ",2,"would|buy|macbook|in|rose|gold|you|can|edit|and|am|an|apple|fan"
"I'm going to get an informal smock type jacket, I need lots of pockets, and it needs a hood for wet weather dog walking. ",2,"going|to|get|an|informal|smock|type|jacket|need|lots|of|pockets|and|it|needs|hood|for|wet|weather|dog|walking"
"An Apple laptop. I have an iPhone, so I’m familiar with Apple’s operating system and would like to own one of their laptops.",2,"an|apple|laptop|have|an|iphone|so|familiar|with|apple|operating|system|and|would|like|to|own|one|of|their|laptops"
"I would replace my current jacket with one that is warm and has enough insulation for the winter. I would want to spend no more than 300 dollars on it and it should be a neutral color (e.g. black, white, grey). I prefer jackets that are not too warm as I often wear additional warm clothing underneath.",2,"would|replace|my|current|jacket|with|one|that|is|warm|and|has|enough|insulation|for|the|winter|would|want|to|spend|no|more|than|dollars|on|it|and|it|should|be|neutral|color|black|white|grey|prefer|jackets|that|are|not|too|warm|as|often|wear|additional|warm|clothing|underneath"
