ID|domain|text|USER_age|USER_gender|USER_domain_knowledge|KEYFACTS_annotator1|KEYFACTS_annotator2|KEYFACTS_annotator3|KEYFACTS_annotator4|KEYFACTS_annotation_by_2|KEYFACTS_IAA|KEYFACTS_segments|VAGUE_annotator1|VAGUE_annotator2|VAGUE_annotator3|VAGUE_annotator4|VAGUE_annotation_by_2|VAGUE_IAA|
1088|laptop|I would be a mid-range priced laptop. It would be manufactured by HP and run Windows 10 operating system. It will be lightweight, with at least a 14 inch screen. The colour of it will be black with grey linings. It will have a long life battery. There will be at least 4 usb ports. It will have a large memory and run a fast processer|31|male|5|[['mid', 13], ['range', 17], ['priced', 23], ['manufactured', 50], ['by', 63], ['hp', 66], ['windows', 77], ['10', 85], ['operating', 88], ['system', 98], ['lightweight', 117], ['at', 135], ['least', 138], ['a', 144], ['14', 146], ['inch', 149], ['screen', 154], ['black', 187], ['with', 193], ['grey', 198], ['linings', 203], ['long', 227], ['life', 232], ['battery', 237], ['at', 260], ['least', 263], ['4', 269], ['usb', 271], ['ports', 275], ['large', 297], ['memory', 303], ['run', 314], ['a', 318], ['fast', 320], ['processer', 325]]|[['mid', 13], ['range', 17], ['priced', 23], ['laptop', 30], ['hp', 66], ['windows', 77], ['10', 85], ['lightweight', 117], ['14', 146], ['inch', 149], ['screen', 154], ['black', 187], ['with', 193], ['grey', 198], ['linings', 203], ['long', 227], ['life', 232], ['battery', 237], ['4', 269], ['usb', 271], ['ports', 275], ['large', 297], ['memory', 303], ['fast', 320], ['processer', 325]]|[['mid', 13], ['range', 17], ['priced', 23], ['hp', 66], ['windows', 77], ['10', 85], ['lightweight', 117], ['at', 135], ['least', 138], ['a', 144], ['14', 146], ['inch', 149], ['screen', 154], ['colour', 166], ['black', 187], ['with', 193], ['grey', 198], ['linings', 203], ['long', 227], ['life', 232], ['battery', 237], ['at', 260], ['least', 263], ['4', 269], ['usb', 271], ['ports', 275], ['large', 297], ['memory', 303], ['fast', 320], ['processer', 325]]||[['mid', 13], ['range', 17], ['priced', 23], ['hp', 66], ['windows', 77], ['10', 85], ['lightweight', 117], ['at', 135], ['least', 138], ['a', 144], ['14', 146], ['inch', 149], ['screen', 154], ['black', 187], ['with', 193], ['grey', 198], ['linings', 203], ['long', 227], ['life', 232], ['battery', 237], ['at', 260], ['least', 263], ['4', 269], ['usb', 271], ['ports', 275], ['large', 297], ['memory', 303], ['fast', 320], ['processer', 325]]|0.7397397397397398|['black with grey linings', 'lightweight', 'Windows 10', 'fast processer', 'at least 4 usb ports', 'mid-range priced', 'HP', 'large memory', 'at least a 14 inch screen', 'long life battery']|[['mid', 13], ['range', 17], ['priced', 23], ['lightweight', 117], ['at', 135], ['least', 138], ['long', 227], ['life', 232], ['at', 260], ['least', 263], ['large', 297], ['fast', 320]]|[['mid', 13], ['range', 17], ['lightweight', 117], ['long', 227], ['large', 297], ['fast', 320]]|[['mid', 13], ['range', 17], ['priced', 23], ['lightweight', 117], ['long', 227], ['life', 232], ['large', 297], ['fast', 320]]||[['mid', 13], ['range', 17], ['priced', 23], ['lightweight', 117], ['long', 227], ['life', 232], ['large', 297], ['fast', 320]]|0.7362637362637363|
1089|laptop|I would want a modern laptop. Perhaps an upgrade from the current laptop that is now disabled. |58|male|2|[['modern', 15]]|[['modern', 15]]|[['modern', 15]]||[['modern', 15]]|1.0|['modern']|[['modern', 15], ['upgrade', 41], ['current', 58]]|[['modern', 15]]|[['modern', 15], ['Perhaps', 30], ['upgrade', 41]]||[['modern', 15], ['upgrade', 41]]|0.5087108013937283|
1090|laptop|Probably a cheaper laptop. Definitely running Windows, as I can't stand apple. Would be small|18|male|5|[['cheaper', 11], ['windows', 46], ['apple', 72]]|[['cheaper', 11], ['windows', 46], ['apple', 72], ['small', 88]]|[['cheaper', 11], ['windows', 46], ['apple', 72], ['small', 88]]||[['cheaper', 11], ['windows', 46], ['apple', 72], ['small', 88]]|0.8845208845208845|['apple', 'small', 'cheaper', 'Windows']|[['cheaper', 11], ['ca', 62], ['n', 65], ['small', 90]]|[['cheaper', 11]]|[['cheaper', 11], ['small', 90]]||[['cheaper', 11], ['small', 90]]|0.512987012987013|
1091|laptop|I want a laptop with a strong processor, and a quality case. The brand doesn't matter as much to me, but the quality of the product is non-negotiable. I have had very bad experiences with Lenovo and IBM, but am open to most other brands. I want something that will last me a couple of years, has high performance benchmark scores, and I will pay more for it. |29|male|6|[['strong', 23], ['processor', 30], ['quality', 47], ['case', 55], ['the', 105], ['quality', 109], ['of', 117], ['the', 120], ['product', 124], ['is', 132], ['non', 135], ['negotiable', 139], ['lenovo', 188], ['ibm', 199], ['last', 265], ['me', 270], ['a', 273], ['couple', 275], ['of', 282], ['years', 285], ['high', 296], ['performance', 301], ['benchmark', 313], ['scores', 323]]|[['strong', 23], ['processor', 30], ['quality', 47], ['case', 55], ['lenovo', 188], ['ibm', 199], ['high', 296], ['performance', 301], ['benchmark', 313], ['scores', 323]]|[['strong', 23], ['processor', 30], ['quality', 47], ['case', 55], ['brand', 65], ['quality', 109], ['is', 132], ['non', 135], ['negotiable', 139], ['lenovo', 188], ['ibm', 199], ['last', 265], ['a', 273], ['couple', 275], ['of', 282], ['years', 285], ['performance', 301], ['benchmark', 313], ['scores', 323]]||[['strong', 23], ['processor', 30], ['quality', 47], ['case', 55], ['quality', 109], ['is', 132], ['non', 135], ['negotiable', 139], ['lenovo', 188], ['ibm', 199], ['last', 265], ['a', 273], ['couple', 275], ['of', 282], ['years', 285], ['high', 296], ['performance', 301], ['benchmark', 313], ['scores', 323]]|0.5981252253334937|['quality case', 'Lenovo', 'strong processor', 'IBM', 'high performance benchmark', 'scores', 'a couple of years', 'negotiable']|[['strong', 23], ['quality', 47], ['quality', 109], ['bad', 167], ['experiences', 171], ['couple', 275], ['of', 282], ['high', 296], ['performance', 301]]|[['strong', 23], ['quality', 47], ['non', 135], ['negotiable', 139], ['couple', 275], ['high', 296], ['more', 346]]|[['strong', 23], ['quality', 47], ['quality', 109], ['something', 245], ['last', 265], ['me', 270], ['a', 273], ['couple', 275], ['of', 282], ['years', 285], ['high', 296], ['more', 346]]||[['strong', 23], ['quality', 47], ['quality', 109], ['couple', 275], ['of', 282], ['high', 296], ['more', 346]]|0.46568236233040705|
1092|laptop|macbook pro, new using student discount at the apple store|34|male|3|[['macbook', 0], ['pro', 8]]|[['macbook', 0], ['pro', 8]]|[['macbook', 0], ['pro', 8]]||[['macbook', 0], ['pro', 8]]|1.0|['macbook pro']|[['new', 14]]|[]|[]||[]|1.0|
1093|laptop|The laptop would be small and portable. It would be pretty basic as it doesn't get used for much other than emails and social media and internet searches. It wouldn't be an apple made laptop as they are over priced.|43|female|4|[['small', 20], ['portable', 30], ['pretty', 52], ['basic', 59], ['apple', 173]]|[['small', 20], ['portable', 30], ['emails', 108], ['social', 119], ['media', 126], ['internet', 136], ['searches', 145], ['apple', 173]]|[['small', 20], ['portable', 30], ['emails', 108], ['social', 119], ['media', 126], ['internet', 136], ['searches', 145], ['apple', 173]]||[['small', 20], ['portable', 30], ['emails', 108], ['social', 119], ['media', 126], ['internet', 136], ['searches', 145], ['apple', 173]]|0.6031746031746033|['emails', 'small', 'portable', 'apple', 'social media', 'internet searches']|[['small', 20], ['portable', 30], ['pretty', 52], ['basic', 59], ['over', 203]]|[['small', 20], ['portable', 30], ['pretty', 52], ['basic', 59]]|[['small', 20], ['portable', 30], ['pretty', 52], ['basic', 59], ['over', 203]]||[['small', 20], ['portable', 30], ['pretty', 52], ['basic', 59], ['over', 203]]|0.9200524246395806|
1094|laptop|I'm planning to buy a new laptop, which must have good reviews. I don't know where to get this as i've never bought a laptop before. Price isn't a problem as its more important that its very reliable. So i may check out Which reports and speak to someone in John Lewis for some advice.|60|female|1|[['new', 22], ['good', 50], ['reviews', 55], ['very', 186], ['reliable', 191]]|[['good', 50], ['reviews', 55], ['reliable', 191]]|[['new', 22], ['good', 50], ['reviews', 55], ['price', 133], ['very', 186], ['reliable', 191]]||[['new', 22], ['good', 50], ['reviews', 55], ['very', 186], ['reliable', 191]]|0.768624014022787|['new', 'good reviews', 'very reliable']|[['good', 50], ['very', 186], ['reliable', 191]]|[['good', 50], ['very', 186], ['reliable', 191]]|[['good', 50], ['very', 186], ['reliable', 191]]||[['good', 50], ['very', 186], ['reliable', 191]]|1.0|
1095|laptop|I would like a laptop which is worth around £400 to £500 pounds which I could surf the web on, stream films but also have in built Microsoft Office so I wouldn't have to buy that separately.|45|female|1|[['worth', 31], ['around', 37], ['400', 45], ['to', 49], ['500', 53], ['pounds', 57], ['surf', 78], ['the', 83], ['web', 87], ['on', 91], ['stream', 95], ['films', 102], ['built', 125], ['microsoft', 131], ['office', 141]]|[['400', 45], ['to', 49], ['500', 53], ['pounds', 57], ['surf', 78], ['the', 83], ['web', 87], ['stream', 95], ['films', 102], ['built', 125], ['microsoft', 131], ['office', 141], ['so', 148]]|[['worth', 31], ['around', 37], ['400', 45], ['to', 49], ['500', 53], ['pounds', 57], ['surf', 78], ['the', 83], ['web', 87], ['stream', 95], ['films', 102], ['microsoft', 131], ['office', 141], ['so', 148]]||[['worth', 31], ['around', 37], ['400', 45], ['to', 49], ['500', 53], ['pounds', 57], ['surf', 78], ['the', 83], ['web', 87], ['stream', 95], ['films', 102], ['built', 125], ['microsoft', 131], ['office', 141], ['so', 148]]|0.8131613756613756|['surf the web', 'worth around £400 to £500 pounds', 'stream films', 'built Microsoft Office']|[['worth', 31]]|[]|[]||[]|0.0|
1096|laptop|A touchscreen lightweight laptop    Preferably in a dark colour and can stand on its own |58|female|3|[['touchscreen', 2], ['lightweight', 14], ['dark', 52], ['can', 68], ['stand', 72], ['on', 78], ['its', 81], ['own', 85]]|[['touchscreen', 2], ['lightweight', 14], ['dark', 52]]|[['touchscreen', 2], ['lightweight', 14], ['dark', 52], ['colour', 57]]||[['touchscreen', 2], ['lightweight', 14], ['dark', 52]]|0.41333333333333333|['lightweight', 'touchscreen', 'dark']|[['lightweight', 14], ['Preferably', 36]]|[['lightweight', 14], ['dark', 52]]|[['lightweight', 14], ['Preferably', 36], ['dark', 52]]||[['lightweight', 14], ['Preferably', 36], ['dark', 52]]|0.6691729323308271|
1098|laptop|I would buy an up to date laptop with the latest version of windows included. It would be larger than the one I currently have and much easier to use. It would be a black laptop |33|female|3|[['up', 15], ['to', 18], ['date', 21], ['latest', 42], ['version', 49], ['of', 57], ['windows', 60], ['black', 165]]|[['up', 15], ['to', 18], ['date', 21], ['latest', 42], ['version', 49], ['of', 57], ['windows', 60], ['larger', 90], ['easier', 136], ['to', 143], ['use', 146], ['black', 165]]|[['up', 15], ['to', 18], ['date', 21], ['latest', 42], ['version', 49], ['of', 57], ['windows', 60], ['black', 165], ['laptop', 171]]||[['up', 15], ['to', 18], ['date', 21], ['latest', 42], ['version', 49], ['of', 57], ['windows', 60], ['black', 165]]|0.7664775207333042|['latest version of windows', 'black', 'up to date']|[['up', 15], ['to', 18], ['date', 21], ['latest', 42], ['larger', 90], ['much', 131], ['easier', 136]]|[['up', 15], ['to', 18], ['date', 21], ['larger', 90], ['much', 131], ['easier', 136], ['to', 143], ['use', 146]]|[['up', 15], ['to', 18], ['date', 21], ['latest', 42], ['larger', 90], ['easier', 136]]||[['up', 15], ['to', 18], ['date', 21], ['latest', 42], ['larger', 90], ['much', 131], ['easier', 136]]|0.765736179529283|
1099|laptop|Something that’s lightweight to carry and can be used to surf the internet and use Microsoft Office|47|female|3|[['lightweight', 17], ['used', 49], ['to', 54], ['surf', 57], ['the', 62], ['internet', 66], ['use', 79], ['microsoft', 83], ['office', 93]]|[['lightweight', 17], ['surf', 57], ['the', 62], ['internet', 66], ['and', 75], ['microsoft', 83], ['office', 93]]|[['lightweight', 17], ['surf', 57], ['the', 62], ['internet', 66], ['and', 75], ['microsoft', 83], ['office', 93]]||[['lightweight', 17], ['surf', 57], ['the', 62], ['internet', 66], ['and', 75], ['microsoft', 83], ['office', 93]]|0.7026647966339411|['lightweight', 'surf the internet', 'Microsoft Office']|[['lightweight', 17]]|[['lightweight', 17]]|[['Something', 0], ['lightweight', 17]]||[['lightweight', 17]]|0.735|
1100|laptop|Since I primarily use it for media, it has at least a 500gb hard drive and an upgraded video card with an HDMI connection. |47|male|6|[['use', 18], ['it', 22], ['for', 25], ['media', 29], ['at', 43], ['least', 46], ['a', 52], ['500gb', 54], ['hard', 60], ['drive', 65], ['upgraded', 78], ['video', 87], ['card', 93], ['hdmi', 106], ['connection', 111]]|[['500gb', 54], ['hard', 60], ['drive', 65], ['upgraded', 78], ['video', 87], ['card', 93], ['with', 98], ['hdmi', 106], ['connection', 111]]|[['media', 29], ['at', 43], ['least', 46], ['a', 52], ['500gb', 54], ['hard', 60], ['drive', 65], ['upgraded', 78], ['video', 87], ['card', 93], ['with', 98], ['hdmi', 106]]||[['media', 29], ['at', 43], ['least', 46], ['a', 52], ['500gb', 54], ['hard', 60], ['drive', 65], ['upgraded', 78], ['video', 87], ['card', 93], ['with', 98], ['hdmi', 106], ['connection', 111]]|0.5069444444444444|['HDMI connection', 'upgraded video card', 'at least a 500gb hard drive', 'media']|[['at', 43], ['least', 46], ['upgraded', 78]]|[['upgraded', 78]]|[]||[['upgraded', 78]]|0.2153846153846154|
1101|laptop|14-15 inch screen, HD, black. Preferably Lenovo or Dell brand.|25|female|6|[['14', 0], ['15', 3], ['inch', 6], ['screen', 11], ['hd', 19], ['black', 23], ['lenovo', 41], ['or', 48], ['dell', 51], ['brand', 56]]|[['14', 0], ['15', 3], ['inch', 6], ['screen', 11], ['hd', 19], ['black', 23], ['lenovo', 41], ['dell', 51]]|[['14', 0], ['15', 3], ['inch', 6], ['screen', 11], ['hd', 19], ['black', 23], ['lenovo', 41], ['dell', 51]]||[['14', 0], ['15', 3], ['inch', 6], ['screen', 11], ['hd', 19], ['black', 23], ['lenovo', 41], ['dell', 51]]|0.6483516483516483|['black', '14-15 inch screen', 'HD', 'Lenovo', 'Dell']|[['preferably', 31], ['lenovo', 42]]|[['preferably', 31], ['lenovo', 42]]|[]||[['preferably', 31], ['lenovo', 42]]|1.0|
1102|laptop|I like laptops with medium to large screens, as often I'll use them to watch video.  I don't care too much about how the laptop looks - I guess it would be a plus if it was sleek and nice looking, but that's not a make or break criterion for me.  I don't really know much about computers - so I don't know what specs I'd need to look for.  I'd want a harddrive with a good amount of space on it (all the gigabytes!) and a decent amount of memory.  I don't care that much about processing power, as I'm unlikely to do anything that would need a lot.  I do play games, but not games that require a whole, whole lot from the computer.|30|female|2|[['medium', 20], ['to', 27], ['large', 30], ['screens', 36], ['watch', 71], ['video', 77], ['sleek', 173], ['nice', 183], ['harddrive', 351], ['good', 368], ['amount', 373], ['of', 380], ['space', 383], ['decent', 422], ['amount', 429], ['of', 436], ['memory', 439], ['play', 555], ['games', 560]]|[['medium', 20], ['to', 27], ['large', 30], ['screens', 36], ['sleek', 173], ['and', 179], ['nice', 183], ['looking', 188], ['harddrive', 351], ['with', 361], ['a', 366], ['good', 368], ['amount', 373], ['of', 380], ['space', 383], ['decent', 422], ['amount', 429], ['of', 436], ['memory', 439], ['processing', 477], ['power', 488], ['games', 560]]|[['medium', 20], ['to', 27], ['large', 30], ['screens', 36], ['watch', 71], ['video', 77], ['how', 113], ['the', 117], ['laptop', 121], ['looks', 128], ['sleek', 173], ['nice', 183], ['harddrive', 351], ['good', 368], ['amount', 373], ['of', 380], ['space', 383], ['decent', 422], ['amount', 429], ['of', 436], ['memory', 439], ['processing', 477], ['power', 488], ['games', 560]]||[['medium', 20], ['to', 27], ['large', 30], ['screens', 36], ['watch', 71], ['video', 77], ['sleek', 173], ['nice', 183], ['harddrive', 351], ['good', 368], ['amount', 373], ['of', 380], ['space', 383], ['decent', 422], ['amount', 429], ['of', 436], ['memory', 439], ['processing', 477], ['power', 488], ['games', 560]]|0.7616766467065869|['medium to large screens', 'games', 'decent amount of memory', 'nice', 'sleek', 'harddrive', 'processing power', 'good amount of space', 'watch video']|[['medium', 20], ['large', 30], ['sleek', 173], ['nice', 183], ['looking', 188], ['good', 368], ['amount', 373], ['decent', 422], ['amount', 429], ['whole', 596], ['whole', 603], ['lot', 609]]|[['medium', 20], ['large', 30], ['sleek', 173], ['nice', 183], ['good', 368], ['decent', 422], ['much', 466], ['whole', 596], ['whole', 603], ['lot', 609]]|[['medium', 20], ['to', 27], ['large', 30], ['sleek', 173], ['nice', 183], ['good', 368], ['decent', 422], ['a', 542], ['lot', 544], ['a', 594], ['whole', 596], ['whole', 603], ['lot', 609]]||[['medium', 20], ['large', 30], ['sleek', 173], ['nice', 183], ['good', 368], ['decent', 422], ['whole', 596], ['whole', 603], ['lot', 609]]|0.7499010684606253|
1103|laptop|ideal for gaming, fast processor, windows rather than mac|26|female|2|[['ideal', 0], ['for', 6], ['gaming', 10], ['fast', 18], ['processor', 23], ['windows', 34], ['mac', 54]]|[['gaming', 10], ['fast', 18], ['processor', 23], ['windows', 34], ['mac', 54]]|[['gaming', 10], ['fast', 18], ['processor', 23], ['windows', 34], ['mac', 54]]||[['gaming', 10], ['fast', 18], ['processor', 23], ['windows', 34], ['mac', 54]]|0.6941176470588235|['fast processor', 'windows', 'mac', 'gaming']|[['fast', 19]]|[['fast', 19]]|[['fast', 19]]||[['fast', 19]]|1.0|
1104|laptop|The new laptop I would buy would need to have a battery that lasts long and sufficient storage. I would like to have a num pad as well, for convenience with budgeting. My laptop is very important to me.|24|female|4|[['new', 4], ['battery', 48], ['that', 56], ['lasts', 61], ['long', 67], ['sufficient', 76], ['storage', 87], ['num', 119], ['pad', 123], ['for', 136], ['convenience', 140], ['with', 152], ['budgeting', 157]]|[['battery', 48], ['that', 56], ['lasts', 61], ['long', 67], ['sufficient', 76], ['storage', 87], ['num', 119], ['pad', 123], ['as', 127]]|[['battery', 48], ['lasts', 61], ['long', 67], ['sufficient', 76], ['storage', 87], ['num', 119], ['pad', 123]]||[['battery', 48], ['that', 56], ['lasts', 61], ['long', 67], ['sufficient', 76], ['storage', 87], ['num', 119], ['pad', 123]]|0.6818181818181819|['battery that lasts long', 'sufficient storage', 'num pad']|[['lasts', 61], ['long', 67], ['sufficient', 76], ['budgeting', 157], ['very', 181], ['important', 186]]|[['long', 67], ['sufficient', 76]]|[['long', 67], ['sufficient', 76], ['very', 181], ['important', 186]]||[['long', 67], ['sufficient', 76], ['very', 181], ['important', 186]]|0.630718954248366|
