Id,title,handle,body_html,tags
759,Eze Fresh Chestnut Magic Perfume for Men,eze-fresh-chestnut-magic-perfume-for-men,"Unleash irresistible charm with Eze Fresh Chestnut Magic Perfume for Men. Infused with bold spicy, woody, and smoky notes, this fragrance evokes confidence and warmth. Its rich blend of cinnamon, lavender, and chestnut creates a captivating scent trail—perfect for the modern man who commands attention wherever he goes. FRAGRANCE NOTES: Top Notes :Cinnamon, Pink Pepper, Chestnut Middle Notes :Lavender, Amber, Tobacco Base Notes : Leather, Oud, Cedarwood PERFUME CARE: The key is to keep it away from light and heat – so a bathroom, or a sunny dressing table, is NOT the place for your fragrance: higher temperatures affect the top notes of a fragrance, making it musty, or more sour. If you have a dark cupboard to store perfume in, or a drawer, that’s perfect. Ideally, keep it in the box, or – if you’re using a drawer – wrap bottles in a scarf, or even plastic, unglamorous as that is. Be aware that perfume that’s never been opened and kept in a dark place can last more than 40 years! Product Weight: 30ml and 75mlNumber of Items: 1Expiration Date: 36 Months from Manufacturing DateMarketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""For Him"","" Perfumes""}"
760,EZE ID - 18ML | UNISEX PERFUMES,eze-id-18ml-unisex-perfumes,"EZE ID 18ML Unisex Perfume is a compact, travel-friendly fragrance designed for all. With a balanced blend of refreshing and warm notes, it suits every mood and occasion. Its sleek design and long-lasting aroma make it a perfect everyday scent for both men and women. FRAGRANCE NOTES: Top Notes : Grapefruit, Woody Middle Notes : Vetiver, Lili, Amber Base Notes : Musk PERFUME CARE: The key is to keep it away from light and heat – so a bathroom, or a sunny dressing table, is NOT the place for your fragrance: higher temperatures affect the top notes of a fragrance, making it musty, or more sour. If you have a dark cupboard to store perfume in, or a drawer, that’s perfect. Ideally, keep it in the box, or – if you’re using a drawer – wrap bottles in a scarf, or even plastic, unglamorous as that is. Be aware that perfume that’s never been opened and kept in a dark place can last more than 40 years! Product Weight: 18mlNumber of Items: 1Expiration Date: 36 Months from Manufacturing DateMarketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India",{Perfumes}
761,EZE VIBE - 18ML | UNISEX PERFUMES,eze-vibe-18ml-unisex-perfumes,"Experience vibrant elegance in every spritz. EZE VIBE blends bright citrus top notes with soft floral heart accords, settling into a warm, musky base. Compact and versatile, its 18 mL size is perfect for travel or daily refreshment. A modern, energizing scent crafted for everyone. FRAGRANCE NOTES: Top Notes : Grapefruit, Bergamot, Citron,Lemon Middle Notes : Fig Nectar, Jasmine, Pink Pepper Base Notes : Fig Tree, Cedar, Benzoin PERFUME CARE: The key is to keep it away from light and heat – so a bathroom, or a sunny dressing table, is NOT the place for your fragrance: higher temperatures affect the top notes of a fragrance, making it musty, or more sour. If you have a dark cupboard to store perfume in, or a drawer, that’s perfect. Ideally, keep it in the box, or – if you’re using a drawer – wrap bottles in a scarf, or even plastic, unglamorous as that is. Be aware that perfume that’s never been opened and kept in a dark place can last more than 40 years! Product Weight: 18mlNumber of Items: 1Expiration Date: 36 Months from Manufacturing DateMarketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India",{Perfumes}
762,"Personalized Save The Date With Photo, Name Rectangular Fridge Magnet Gift For Pre Wedding",personalized-save-the-date-with-photo-name-rectangular-fridge-magnet-gift-for-pre-wedding,"Make your wedding announcement truly unforgettable with these stylish “Save the Date” fridge magnets. Crafted from durable glossy MDF wood, these magnets combine elegant design with everyday utility. Featuring your favourite photo and wedding details, they serve as charming reminders that your big day is near. A keepsake your guests will cherish, long after the celebration ends.Quality: Made from glossy laminated MDF wood with 4mm thickness for a polished look and lasting durability.Perfect Dimensions: Each magnet measures 9 x 6 cm, ideal for visibility without taking up much space on any metallic surface.Personal Touch: Customisable with your photo, names, date, and venue—adds a warm and meaningful touch to your announcement.Functional &amp; Stylish: Sticks firmly to fridges, lockers, or office boards while doubling as elegant décor.Utility: Ideal as a pre-wedding gift to send out to family and friends, these magnets are a unique way for couples to creatively announce their wedding date.Shape - rectangleDimensions: 9 x 6 cm Material: Glossy Laminated Medium-density fibreboard (MDF) Engineered wood 4mm thickness with Magnetic backingProduct Weight: 30 gmPackage Weight: 80 gmNumber of Items: 1Marketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""COD - GBGT"","" Fridge Magnets"","" Offer Products"","" Personalised Gifts""}"
763,EZE BOUJEE - 18ML | UNISEX PERFUMES,eze-boujee-18ml-unisex-perfumes,"EZE Boujee Unisex Perfume (18ml) is a bold, luxurious fragrance crafted for modern tastes. With an enchanting blend of rich notes, it offers long-lasting freshness and sophistication. Perfect for any occasion, this compact, travel-friendly scent makes a stylish statement, exuding confidence, charm, and irresistible allure for all genders. FRAGRANCE NOTES: Top Notes : Sicilian Bergamot,Pink Pepper Middle Notes : Oud, White amber, Rosemary Base Notes : Leather, Musk, Haitian Vetiver PERFUME CARE: The key is to keep it away from light and heat – so a bathroom, or a sunny dressing table, is NOT the place for your fragrance: higher temperatures affect the top notes of a fragrance, making it musty, or more sour. If you have a dark cupboard to store perfume in, or a drawer, that’s perfect. Ideally, keep it in the box, or – if you’re using a drawer – wrap bottles in a scarf, or even plastic, unglamorous as that is. Be aware that perfume that’s never been opened and kept in a dark place can last more than 40 years! Product Weight: 30mlNumber of Items: 1Expiration Date: 36 Months from Manufacturing DateMarketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India",{Perfumes}
764,"Customized Save The Date With Photo, Name Rectangular Fridge Magnet Gift For Pre Wedding",customized-save-the-date-with-photo-name-rectangular-fridge-magnet-gift-for-pre-wedding,"Make your wedding announcement truly unforgettable with these stylish “Save the Date” fridge magnets. Crafted from durable glossy MDF wood, these magnets combine elegant design with everyday utility. Featuring your favourite photo and wedding details, they serve as charming reminders that your big day is near. A keepsake your guests will cherish, long after the celebration ends.Quality: Made from glossy laminated MDF wood with 4mm thickness for a polished look and lasting durability.Perfect Dimensions: Each magnet measures 9 x 6 cm, ideal for visibility without taking up much space on any metallic surface.Personal Touch: Customisable with your photo, names, date, and venue—adds a warm and meaningful touch to your announcement.Functional &amp; Stylish: Sticks firmly to fridges, lockers, or office boards while doubling as elegant décor.","{""COD - GBGT"","" Fridge Magnets"","" Offer Products"","" Personalised Gifts""}"
765,The Grand Tea Collection– Heritage Black Teas (2 Tins- Loose Leaf),the-grand-tea-collection-heritage-black-teas-2-tins-loose-leaf,"Encased in a premium gift box with beautifully designed tins—perfect for gifting during festivities, corporate events, or simply for your own daily indulgence in timeless teas. This heritage tea box contains 2 signature loose-leaf black teas, elegantly packed in reusable tin caddies for a rich tea experience. Earl Grey Black Tea – 75g A classic black tea infused with the fragrant essence of natural bergamot oil. Earl Grey is renowned for its refined, citrusy aroma and soothing qualities, making it a calming and uplifting tea ritual enjoyed worldwide. Ingredients: Black Tea, Natural Bergamot Oil Darjeeling Black Tea – 75g Often referred to as the “Champagne of Teas,” this smooth and bright golden brew comes from the foothills of the Himalayas. Known for its floral notes and muscatel character, Darjeeling black tea offers a rare and luxurious sip with international acclaim. Ingredients: Darjeeling Black Tea Leaves Number of Item: 2Marketed By: Giftcart Ecommerce Pvt LtdCustomer Care: +91-9910644899Email: cx@giftcart.comCountry of Origin: India","{""Octavius Tea"","" Tea & Coffee""}"
766,EZE AWE - 18ML | WOMEN's PERFUME,eze-awe-18ml-womens-perfume,"EZE AWE is a captivating 18ml perfume crafted for women who embrace elegance and charm. With its enchanting floral and fruity notes, this compact fragrance offers long-lasting freshness. Perfect for daily wear or special occasions, it fits effortlessly in your purse, keeping you confidently fragrant on the go. FRAGRANCE NOTES: Top Notes : Grapefruit, Rosemary, Cardmon Middle Notes : Ylang- Ylang Tuberose Base Notes : Virginia Cedar, Suede, Leather, Vetiver PERFUME CARE: The key is to keep it away from light and heat – so a bathroom, or a sunny dressing table, is NOT the place for your fragrance: higher temperatures affect the top notes of a fragrance, making it musty, or more sour. If you have a dark cupboard to store perfume in, or a drawer, that’s perfect. Ideally, keep it in the box, or – if you’re using a drawer – wrap bottles in a scarf, or even plastic, unglamorous as that is. Be aware that perfume that’s never been opened and kept in a dark place can last more than 40 years! Product Weight: 18mlNumber of Items: 1Expiration Date: 36 Months from Manufacturing DateMarketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""For Her"","" Perfumes""}"
767,EZE JOY - 18ML | WOMEN's PERFUME,eze-joy-18ml-womens-perfume,"EZE JOY ‑ 18 mL Women’s Perfume is a delightful and refreshing fragrance featuring a harmonious blend of floral and fruity notes. Compact and travel-friendly, this petite bottle delivers a long-lasting scent that’s perfect for daily wear or special moments—effortless elegance in every spritz. FRAGRANCE NOTES: Top Notes : Jasmine Middle Notes : Tuberose Base Notes : Rangoon Creeper, Musk Vanilla PERFUME CARE: The key is to keep it away from light and heat – so a bathroom, or a sunny dressing table, is NOT the place for your fragrance: higher temperatures affect the top notes of a fragrance, making it musty, or more sour. If you have a dark cupboard to store perfume in, or a drawer, that’s perfect. Ideally, keep it in the box, or – if you’re using a drawer – wrap bottles in a scarf, or even plastic, unglamorous as that is. Be aware that perfume that’s never been opened and kept in a dark place can last more than 40 years! Product Weight: 18mlNumber of Items: 1Expiration Date: 36 Months from Manufacturing DateMarketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India","{""For Her"","" Perfumes""}"
768,Personalised The Star Celeb Magazine Cover,personalised-the-star-celeb-magazine-cover,"Can there be a better way to surprise? Let them know that you too are passionate about their love for the tinsel town. Add a personal touch to the keepsake with the recipient's name and picture to please them further. The attractive glossy paper sheet and its designing gives this 21X 30 cm (8x11) keepsake an authentic appeal. Either stick it on a real magazine or frame it for gifting purposes. best for gifting to couples, partners, husband , wife , fiancé , girlfriend , boyfriend on their birthday , anniversary, valentines day , etc. A truly novel gift - personalised spoof magazine coverMagazine front cover Only Dimensions: 21X 30 cm ( 8x11) ( Cover only) / 21x 30 x 2cm ( If Frame is opted)Material: 180 gsm glossy paper / Synthetic Engineered Wood and Plexiglass / Acrylic ( if opted)Weight Product: 10 gm / 500 gmWeight Package: 800gNumber of Items: 1Marketed By: Giftcart E-commerce Pvt LtdCustomer Care:+91-9910644899Email: cx@giftcart.comCountry of Origin: India.","{""COD - GBGT"","" Couple"","" Magazines & Newspapers"","" Offer Products""}"
769,EZE ELEVATE GIFT SET - 18ML | UNISEX PERFUMES,eze-elevate-gift-set-18ml-unisex-perfumes,"Experience luxury in a compact form with the EZE Elevate Gift Set. Featuring 18ml unisex perfumes, this elegant set blends timeless sophistication with everyday freshness. Perfect for travel or gifting, each fragrance offers a balanced aroma that suits every mood and style, making it ideal for both men and women. PERFUME CARE: The key is to keep it away from light and heat – so a bathroom, or a sunny dressing table, is NOT the place for your fragrance: higher temperatures affect the top notes of a fragrance, making it musty, or more sour. If you have a dark cupboard to store perfume in, or a drawer, that’s perfect. Ideally, keep it in the box, or – if you’re using a drawer – wrap bottles in a scarf, or even plastic, unglamorous as that is. Be aware that perfume that’s never been opened and kept in a dark place can last more than 40 years! Product Weight: 30ml and 75mlNumber of Items: 1Expiration Date: 36 Months from Manufacturing DateMarketed By :Giftcart Ecommerce Pvt LtdCustomer Care :+91-9910644899Email : cx@giftcart.comCountry of Origin: India",{Perfumes}
